time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,-1.83447265625,2.584716796875,-3.473876953125,430.0,259.6875,440.6875,33.72265625
98,-1.83447265625,2.584716796875,-3.473876953125,430.0,259.6875,440.6875,33.72265625
100,-8.0,7.999755859375,7.999755859375,-2048.0,366.8125,-2048.0,33.72265625
102,-8.0,7.999755859375,7.999755859375,-2048.0,366.8125,-2048.0,33.72265625
103,-8.0,7.999755859375,7.999755859375,-2048.0,366.8125,-2048.0,33.72265625
106,7.999755859375,-8.0,-4.214111328125,-1774.9375,-2048.0,-2048.0,33.72265625
108,7.999755859375,-8.0,-4.214111328125,-1774.9375,-2048.0,-2048.0,33.72265625
109,0.089111328125,-0.0703125,1.026611328125,11.875,-3.8125,-1.5625,33.72265625
111,0.089111328125,-0.0703125,1.026611328125,11.875,-3.8125,-1.5625,33.72265625
113,0.08935546875,-0.066162109375,1.024658203125,11.4375,-3.6875,-1.5,33.72265625
115,0.08935546875,-0.066162109375,1.024658203125,11.4375,-3.6875,-1.5,33.72265625
117,0.08935546875,-0.0625,1.022216796875,10.25,-3.6875,-1.25,33.72265625
119,0.08935546875,-0.0625,1.022216796875,10.25,-3.6875,-1.25,33.72265625
121,0.08935546875,-0.0625,1.022216796875,8.0625,-3.75,-0.875,33.72265625
123,0.09033203125,-0.05859375,1.017822265625,8.0625,-3.75,-0.875,33.77734375
125,0.09033203125,-0.05859375,1.017822265625,8.0625,-3.75,-0.875,33.77734375
127,0.089599609375,-0.05517578125,1.01513671875,6.5625,-3.875,-0.4375,33.77734375
129,0.089599609375,-0.05517578125,1.01513671875,6.5625,-3.875,-0.4375,33.77734375
131,0.09033203125,-0.054443359375,1.013427734375,5.375,-3.625,0.125,33.77734375
133,0.09033203125,-0.054443359375,1.013427734375,5.375,-3.625,0.125,33.77734375
135,0.09033203125,-0.054443359375,1.013427734375,5.375,-3.625,0.6875,33.77734375
136,0.090576171875,-0.055419921875,1.013916015625,4.5625,-3.5,0.6875,33.77734375
138,0.090576171875,-0.055419921875,1.013916015625,4.5625,-3.5,0.6875,33.77734375
