time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
402,-0.877685546875,0.26025390625,-0.447021484375,-5,15.375,0.9375
404,-0.877685546875,0.26025390625,-0.447021484375,-5,15.375,0.9375
406,-0.877685546875,0.26025390625,-0.447021484375,-5,15.375,0.9375
408,-0.878662109375,0.259033203125,-0.4423828125,-4.0625,15.125,1.0625
410,-0.878662109375,0.259033203125,-0.4423828125,-4.0625,15.125,1.0625
412,-0.884765625,0.259765625,-0.441650390625,-3.5,15.375,1.5
413,-0.884765625,0.259765625,-0.441650390625,-3.5,15.375,1.5
415,-0.889404296875,0.26025390625,-0.441650390625,-2.5,16.1875,1.5625
418,-0.889404296875,0.26025390625,-0.441650390625,-2.5,16.1875,1.5625
420,-0.892578125,0.265380859375,-0.435302734375,-1.625,17.3125,1.5625
421,-0.892578125,0.265380859375,-0.435302734375,-1.625,17.3125,1.5625
423,-0.892578125,0.265380859375,-0.435302734375,-1.625,17.3125,1.5625
425,-0.8916015625,0.266845703125,-0.426025390625,-1.1875,19,1.75
427,-0.8916015625,0.266845703125,-0.426025390625,-1.1875,19,1.75
429,-0.8955078125,0.26611328125,-0.425537109375,-1.1875,20.5,1.9375
431,-0.8955078125,0.26611328125,-0.425537109375,-1.1875,20.5,1.9375
433,-0.89599609375,0.26708984375,-0.427490234375,-1.375,22.1875,2.25
435,-0.89599609375,0.26708984375,-0.427490234375,-1.375,22.1875,2.25
437,-0.89599609375,0.26708984375,-0.427490234375,-1.375,22.1875,2.25
439,-0.892822265625,0.268798828125,-0.43212890625,-1.9375,23.9375,2.0625
441,-0.892822265625,0.268798828125,-0.43212890625,-1.9375,23.9375,2.0625
443,-0.89013671875,0.271484375,-0.433837890625,-2.5,25.375,2.25
445,-0.89013671875,0.271484375,-0.433837890625,-2.5,25.375,2.25
447,-0.887451171875,0.265869140625,-0.43408203125,-2.8125,26.8125,2.4375
449,-0.887451171875,0.265869140625,-0.43408203125,-2.8125,26.8125,2.4375
451,-0.887939453125,0.262939453125,-0.435546875,-2.9375,28.375,2.625
453,-0.887939453125,0.262939453125,-0.435546875,-2.9375,28.375,2.625
454,-0.887939453125,0.262939453125,-0.435546875,-2.9375,28.375,2.625
456,-0.883544921875,0.262451171875,-0.43359375,-2.5625,30.4375,3
458,-0.883544921875,0.262451171875,-0.43359375,-2.5625,30.4375,3
461,-0.878173828125,0.260009765625,-0.42724609375,-2,32.5,3.3125
463,-0.878173828125,0.260009765625,-0.42724609375,-2,32.5,3.3125
465,-0.8759765625,0.258544921875,-0.42236328125,-1.625,34.125,4.1875
467,-0.8759765625,0.258544921875,-0.42236328125,-1.625,34.125,4.1875
469,-0.873046875,0.25341796875,-0.425048828125,-1,35.625,4.8125
471,-0.873046875,0.25341796875,-0.425048828125,-1,35.625,4.8125
473,-0.86376953125,0.24951171875,-0.42431640625,-0.375,36.875,5.0625
475,-0.86376953125,0.24951171875,-0.42431640625,-0.375,36.875,5.0625
477,-0.86376953125,0.24951171875,-0.42431640625,-0.375,36.875,5.0625
478,-0.856689453125,0.24755859375,-0.422119140625,0.3125,38.375,5.6875
480,-0.856689453125,0.24755859375,-0.422119140625,0.3125,38.375,5.6875
482,-0.8525390625,0.242919921875,-0.41943359375,0.875,39.875,6
485,-0.8525390625,0.242919921875,-0.41943359375,0.875,39.875,6
487,-0.84716796875,0.239013671875,-0.41748046875,1.375,41.1875,6.4375
489,-0.84716796875,0.239013671875,-0.41748046875,1.375,41.1875,6.4375
490,-0.842041015625,0.237060546875,-0.416015625,1.875,42.5625,6.6875
492,-0.842041015625,0.237060546875,-0.416015625,1.875,42.5625,6.6875
494,-0.842041015625,0.237060546875,-0.416015625,1.875,42.5625,6.6875
