ventana,acc_x__mean,acc_x__var,acc_x__std,acc_x__skew,acc_x__kurtosis,acc_y__mean,acc_y__var,acc_y__std,acc_y__skew,acc_y__kurtosis,acc_z__mean,acc_z__var,acc_z__std,acc_z__skew,acc_z__kurtosis,gyro_x__mean,gyro_x__var,gyro_x__std,gyro_x__skew,gyro_x__kurtosis,gyro_y__mean,gyro_y__var,gyro_y__std,gyro_y__skew,gyro_y__kurtosis,gyro_z__mean,gyro_z__var,gyro_z__std,gyro_z__skew,gyro_z__kurtosis
1,-0.80631591796875,0.006749594277143478,0.08215591443799697,0.6049299358889183,-1.037945089255776,0.218349609375,0.0019977110862731927,0.044695761390462885,-0.4033634111873185,-1.4667046071123457,-0.4260888671875,0.0002262337446212769,0.01504106859971315,-1.434295766250601,3.918098724187737,-3.120625,22.487754296875,4.742125504125234,-0.6634364494600159,-0.5664872405682284,41.153125,234.07916992187515,15.29964607178464,-0.30692490281801516,-1.1989408685485017,7.9725,30.139087500000013,5.489907786110803,0.5166208759791158,-0.8009160901138066
2,-0.787744140625,0.0064081311225891125,0.08005080338503238,-0.4685657752524817,-1.1503499055796713,0.4264697265625,0.023490972971916203,0.15326765142037052,-0.7503166276573299,-0.80042116554305,-1.069287109375,0.06585341453552244,0.25661920141626665,0.41232094190417795,-0.7251409838255398,-2.1125,138.14265625000004,11.753410409323758,0.26127936652687955,-1.2816367156707185,6.516875,2470.920223046876,49.70835164282634,-0.8907711583866994,-0.29534169979939273,25.215625,284.62065429687516,16.870704024932543,-0.7007771037254227,-0.2474705034982816
3,-0.62091064453125,0.03826085850596428,0.19560383049921154,0.8849307912689391,-0.4512750491689834,0.3680029296875,0.002627489829063416,0.05125904631441572,-0.9966047952896961,0.5643322605275296,-0.727021484375,0.1439763060569763,0.3794420984247482,0.8651153670314833,0.6169237889898076,-21.14,245.2521187499999,15.660527409701114,0.833494855740836,-0.27001655482578135,-209.46125,5787.848264062499,76.07790917252194,-0.457156076859561,-1.468612767154546,-10.553125,66.48643554687499,8.153921482751413,0.5464465542203701,-0.5805845856523528
4,-0.3838525390625,0.031232310080528278,0.17672665356569245,-0.16968625231555226,-1.1888137892337525,0.12354248046875,0.02354707295298576,0.15345055540135968,0.37690722556107714,-0.8900487798104995,0.95687744140625,0.09772106010317802,0.31260367896616,-0.28345039356254514,-1.3714609906308708,9.77625,1280.6727484375,35.78648835017904,0.40979433334794324,-0.5073529921358597,-160.87875,15505.786235937494,124.52223189429867,-0.025129209667372164,-1.6868605686706983,1.90625,399.2003515625,19.979998787850313,-0.1228422394431714,-1.487211413829079
5,-0.78195068359375,0.005226653403043748,0.07229559739737786,-0.0723357509012076,-0.5487768581545858,0.29069091796875,0.0032373524367809324,0.05689773665780505,-0.009302379923798381,-1.2487399603148384,0.72372314453125,0.01312518197894096,0.1145651865923543,0.10376966547997397,0.999424216570238,-14.248125,606.9538636718751,24.636433663821457,-1.171327868179761,0.5194444567245244,105.463125,1463.7998511718754,38.25963736330855,0.36735284313020455,-0.8893102489929379,13.46625,40.06222031250002,6.329472356563382,-1.0896471207990632,0.29967385120766865
6,-0.74713134765625,0.0040875677764415745,0.0639340893142428,-0.3473331020409337,-0.8929282838680717,0.35917724609375,0.005540437334775923,0.07443411405246873,-0.1275653245208104,-0.8100712367607996,0.02342529296875,0.044045982807874716,0.20987134822999234,-0.06622018430626224,-1.0391201182489915,9.164375,265.2879417968751,16.287662256962324,1.1496000915859987,0.3723349009343302,164.684375,230.44416992187507,15.180387673635844,0.10746981761931487,-0.36123927457211336,19.683125,132.41658242187498,11.5072404346948,0.3216653648812643,-1.3172485889358354
7,-0.5464208984375,0.010858514332771295,0.10420419537029829,-0.01976753274295086,-1.2548263592061226,0.4880126953125,0.004607624411582948,0.06787948446756904,-0.6506051601871093,-0.732388366057033,-0.65002685546875,0.07464740573763846,0.2732167742610956,0.8125683407921577,-0.7870635482538555,17.7625,1514.40375,38.91534080539447,0.5715740395837061,-0.447539751477251,139.2575,1878.2761937500006,43.339083905292696,-0.058507275158916926,-1.1722209098824772,6.05625,222.31707031249982,14.910300812274038,0.31192934973658576,-1.1091915508032606
8,-0.475341796875,0.0027700614929199218,0.05263137365602309,0.9027453211165023,0.4056746349131912,0.375107421875,0.0547093407154083,0.23390027942567382,0.5978209281468457,-0.7287692027776149,-0.780107421875,0.008503905391693115,0.0922166221008616,-0.05513437966805242,-1.0124103338828894,-0.13875,175.3947328125001,13.243667649578802,-0.04967748207464305,-1.1907696214279526,24.00875,246.38132968750023,15.696538780492348,1.5610252832277398,0.878346576989169,-21.820625,926.3508324218753,30.43601209787306,0.1517800779446772,-1.314922201549817
9,-0.630166015625,0.008892163896560664,0.09429827090970791,0.7033829973433516,-1.1331713944218693,0.4172412109375,0.0007445895433425906,0.027287168107786315,-0.03315527665948203,-0.6499923985152232,-0.924423828125,0.03940437235832213,0.19850534591874883,-0.20365945080793385,-1.6705731180642642,18.27,37.85116250000002,6.1523298432382525,-0.06152555484995545,-0.776773376526358,27.563125,122.46441367187494,11.066364067383422,-0.22882205375958556,-1.4209937241464843,6.384375,8.462763671875003,2.909082960638112,0.866578893981006,1.1192369734977392
10,-0.454033203125,0.0233719361782074,0.15287882841717293,-0.437214627880672,-1.4636853799002822,0.459296875,0.002498232221603394,0.049982319089888115,0.24643196457520414,-1.4724390604517041,-1.5830712890625,0.02457621767520904,0.15676803779855458,0.46332119048925086,-0.7584014093902884,14.66,45.750571875000006,6.763916903318669,-0.7315236816990183,1.1262173332181433,-17.3825,3045.768146875,55.18847838883584,-0.5479464295774471,-0.9496286320657275,21.900625,13.103366796875001,3.6198572895730297,-0.5744824663860058,-0.48456234880724924
