time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
407,0.950927734375,-0.116455078125,-0.727294921875,-9.125,-60.5,75.3125
409,0.950927734375,-0.116455078125,-0.727294921875,-9.125,-60.5,75.3125
411,0.905517578125,-0.117431640625,-0.752685546875,-10.375,-60.25,77.3125
413,0.905517578125,-0.117431640625,-0.752685546875,-10.375,-60.25,77.3125
415,0.859619140625,-0.113037109375,-0.77685546875,-10.625,-59.5,77.75
417,0.859619140625,-0.113037109375,-0.77685546875,-10.625,-59.5,77.75
420,0.859619140625,-0.113037109375,-0.8037109375,-10.375,-58.1875,76.875
422,0.81787109375,-0.10400390625,-0.8037109375,-10.375,-58.1875,76.875
423,0.81787109375,-0.10400390625,-0.8037109375,-10.375,-58.1875,76.875
425,0.778564453125,-0.0908203125,-0.82861328125,-9.8125,-55.75,74.625
427,0.778564453125,-0.0908203125,-0.82861328125,-9.8125,-55.75,74.625
429,0.746337890625,-0.075927734375,-0.847900390625,-8.5,-51.875,71.375
431,0.746337890625,-0.075927734375,-0.847900390625,-8.5,-51.875,71.375
433,0.720458984375,-0.06396484375,-0.85595703125,-6.1875,-46.5625,67.5
435,0.720458984375,-0.06396484375,-0.85595703125,-6.1875,-46.5625,67.5
437,0.720458984375,-0.06396484375,-0.85595703125,-6.1875,-46.5625,67.5
439,0.701416015625,-0.05322265625,-0.857666015625,-2.5625,-40.125,62.8125
441,0.701416015625,-0.05322265625,-0.857666015625,-2.5625,-40.125,62.8125
443,0.68798828125,-0.044921875,-0.853515625,1.1875,-32.8125,57.6875
445,0.68798828125,-0.044921875,-0.853515625,1.1875,-32.8125,57.6875
447,0.67919921875,-0.03564453125,-0.8369140625,5.0625,-25.5,52.625
449,0.67919921875,-0.03564453125,-0.8369140625,5.0625,-25.5,52.625
451,0.682861328125,-0.019287109375,-0.8017578125,8.4375,-19.25,48.3125
453,0.682861328125,-0.019287109375,-0.8017578125,8.4375,-19.25,48.3125
455,0.682861328125,-0.019287109375,-0.748779296875,11.5625,-14.6875,44.625
457,0.71240234375,-0.00439453125,-0.748779296875,11.5625,-14.6875,44.625
459,0.71240234375,-0.00439453125,-0.748779296875,11.5625,-14.6875,44.625
461,0.76171875,0.000732421875,-0.695068359375,14.25,-11.25,41.5
464,0.76171875,0.000732421875,-0.695068359375,14.25,-9.3125,38.125
466,0.814208984375,-0.0029296875,-0.65234375,16.75,-9.3125,38.125
468,0.814208984375,-0.0029296875,-0.65234375,16.75,-9.3125,38.125
470,0.8544921875,-0.0126953125,-0.61669921875,19.25,-8.25,34.625
471,0.8544921875,-0.0126953125,-0.61669921875,19.25,-8.25,34.625
473,0.883056640625,-0.02197265625,-0.583251953125,21.4375,-8.625,31.5
475,0.883056640625,-0.02197265625,-0.583251953125,21.4375,-8.625,31.5
477,0.90966796875,-0.033935546875,-0.556884765625,23.0625,-11,28.75
479,0.90966796875,-0.033935546875,-0.556884765625,23.0625,-11,28.75
481,0.90966796875,-0.033935546875,-0.556884765625,23.0625,-11,28.75
483,0.931884765625,-0.05712890625,-0.532958984375,24.125,-14.625,25.8125
485,0.931884765625,-0.05712890625,-0.532958984375,24.125,-14.625,25.8125
487,0.939697265625,-0.08642578125,-0.516357421875,25.25,-18.375,22.0625
489,0.939697265625,-0.08642578125,-0.516357421875,25.25,-18.375,22.0625
491,0.9345703125,-0.110107421875,-0.509765625,25.8125,-21.25,17.625
493,0.9345703125,-0.110107421875,-0.509765625,25.8125,-21.25,17.625
495,0.9248046875,-0.12353515625,-0.5087890625,25.9375,-23.6875,13.375
497,0.9248046875,-0.12353515625,-0.5087890625,25.9375,-23.6875,13.375
499,0.9248046875,-0.12353515625,-0.5087890625,25.9375,-23.6875,13.375
501,0.916259765625,-0.13330078125,-0.51171875,25.4375,-25.8125,9.1875
503,0.916259765625,-0.13330078125,-0.51171875,25.4375,-25.8125,9.1875
505,0.91162109375,-0.14404296875,-0.525146484375,24.5,-27.375,5.375
507,0.91162109375,-0.14404296875,-0.525146484375,24.5,-27.375,5.375
509,0.9052734375,-0.156005859375,-0.54931640625,23.1875,-28.25,1.6875
511,0.9052734375,-0.156005859375,-0.54931640625,23.1875,-28.25,1.6875
513,0.887939453125,-0.1669921875,-0.57666015625,21.5,-27.875,-1.375
515,0.887939453125,-0.1669921875,-0.57666015625,21.5,-27.875,-1.375
517,0.855712890625,-0.175048828125,-0.602294921875,19.125,-26.1875,-2.5
519,0.855712890625,-0.175048828125,-0.602294921875,19.125,-26.1875,-2.5
521,0.855712890625,-0.175048828125,-0.602294921875,19.125,-26.1875,-2.5
523,0.81201171875,-0.18359375,-0.62353515625,16,-23.3125,-1.5
525,0.81201171875,-0.18359375,-0.62353515625,16,-23.3125,-1.5
527,0.769775390625,-0.191162109375,-0.6396484375,12.25,-18.75,2.25
529,0.769775390625,-0.191162109375,-0.6396484375,12.25,-18.75,2.25
531,0.73095703125,-0.192626953125,-0.6474609375,7.6875,-12.75,8.6875
533,0.73095703125,-0.192626953125,-0.6474609375,7.6875,-12.75,8.6875
535,0.698974609375,-0.187255859375,-0.645751953125,2.125,-5.5625,17.3125
537,0.698974609375,-0.187255859375,-0.645751953125,2.125,-5.5625,17.3125
539,0.698974609375,-0.187255859375,-0.645751953125,-4.1875,2.125,27.3125
541,0.6806640625,-0.178955078125,-0.633056640625,-4.1875,2.125,27.3125
543,0.6806640625,-0.178955078125,-0.633056640625,-4.1875,2.125,27.3125
545,0.690185546875,-0.1708984375,-0.60546875,-10.9375,9.8125,37.9375
547,0.690185546875,-0.1708984375,-0.60546875,-10.9375,9.8125,37.9375
549,0.7236328125,-0.16796875,-0.5712890625,-17.25,16.1875,48.625
551,0.7236328125,-0.16796875,-0.5712890625,-17.25,16.1875,48.625
553,0.773681640625,-0.170166015625,-0.531005859375,-22,20.5625,57.375
555,0.773681640625,-0.170166015625,-0.531005859375,-22,20.5625,57.375
557,0.8232421875,-0.171875,-0.486083984375,-24.75,23.1875,62.75
559,0.8232421875,-0.171875,-0.486083984375,-24.75,23.1875,62.75
561,0.8232421875,-0.171875,-0.486083984375,-24.75,23.1875,62.75
563,0.862548828125,-0.16455078125,-0.4501953125,-25.625,24.625,64.8125
565,0.862548828125,-0.16455078125,-0.4501953125,-25.625,24.625,64.8125
567,0.883056640625,-0.149169921875,-0.42626953125,-25.5625,25.375,63.125
569,0.883056640625,-0.149169921875,-0.42626953125,-25.5625,25.375,63.125
573,0.89111328125,-0.130615234375,-0.40380859375,-24.625,26.3125,58.1875
577,0.896240234375,-0.111328125,-0.3828125,-22.9375,27.25,50.875
579,0.896240234375,-0.111328125,-0.3828125,-22.9375,27.25,50.875
581,0.90185546875,-0.101806640625,-0.357666015625,-20.1875,27.9375,41.5625
582,0.90185546875,-0.101806640625,-0.357666015625,-20.1875,27.9375,41.5625
585,0.90673828125,-0.10546875,-0.33740234375,-16.625,28.125,30.9375
587,0.90673828125,-0.10546875,-0.33740234375,-16.625,28.125,30.9375
589,0.905029296875,-0.113037109375,-0.32861328125,-12.75,28.5,19.6875
591,0.905029296875,-0.113037109375,-0.32861328125,-12.75,28.5,19.6875
593,0.886962890625,-0.12451171875,-0.321533203125,-9.875,30.0625,9.125
595,0.886962890625,-0.12451171875,-0.321533203125,-9.875,30.0625,9.125
597,0.886962890625,-0.12451171875,-0.321533203125,-8.5625,32.3125,0.625
599,0.854248046875,-0.141357421875,-0.31640625,-8.5625,32.3125,0.625
601,0.854248046875,-0.141357421875,-0.31640625,-8.5625,32.3125,-5
603,0.815673828125,-0.157470703125,-0.31005859375,-8.9375,35.0625,-5
605,0.815673828125,-0.157470703125,-0.31005859375,-8.9375,35.0625,-5
607,0.778564453125,-0.169189453125,-0.305419921875,-10.6875,38.375,-6.625
609,0.778564453125,-0.169189453125,-0.305419921875,-10.6875,38.375,-6.625
611,0.7470703125,-0.1787109375,-0.304443359375,-14.25,42.5625,-5.0625
613,0.7470703125,-0.1787109375,-0.304443359375,-14.25,42.5625,-5.0625
615,0.714599609375,-0.183837890625,-0.311767578125,-18.8125,48.125,-0.875
617,0.714599609375,-0.183837890625,-0.311767578125,-18.8125,48.125,-0.875
619,0.714599609375,-0.183837890625,-0.311767578125,-18.8125,48.125,-0.875
621,0.668701171875,-0.178466796875,-0.326416015625,-23.3125,54.375,5.6875
623,0.668701171875,-0.162109375,-0.345703125,-27.1875,61.8125,13.375
625,0.612548828125,-0.162109375,-0.345703125,-27.1875,61.8125,13.375
627,0.612548828125,-0.162109375,-0.345703125,-27.1875,61.8125,13.375
629,0.5576171875,-0.138671875,-0.3642578125,-30.625,69.8125,21.5625
631,0.5576171875,-0.138671875,-0.3642578125,-30.625,69.8125,21.5625
633,0.510009765625,-0.114501953125,-0.37744140625,-33.3125,78.25,29.1875
635,0.510009765625,-0.114501953125,-0.37744140625,-33.3125,78.25,29.1875
637,0.466796875,-0.0927734375,-0.361083984375,-34.6875,87.625,36.375
639,0.466796875,-0.0927734375,-0.361083984375,-34.6875,87.625,36.375
641,0.466796875,-0.0927734375,-0.361083984375,-34.6875,87.625,36.375
643,0.43505859375,-0.072021484375,-0.315185546875,-34.6875,97.125,42.5625
645,0.43505859375,-0.072021484375,-0.315185546875,-34.6875,97.125,42.5625
647,0.422119140625,-0.061279296875,-0.25537109375,-32.75,106.25,47.25
649,0.422119140625,-0.061279296875,-0.25537109375,-32.75,106.25,47.25
651,0.424072265625,-0.05908203125,-0.181884765625,-29.6875,114.875,49.6875
653,0.424072265625,-0.05908203125,-0.181884765625,-29.6875,114.875,49.6875
655,0.439697265625,-0.067138671875,-0.080322265625,-26.625,121.375,50.375
657,0.439697265625,-0.067138671875,-0.080322265625,-26.625,121.375,50.375
659,0.439697265625,-0.067138671875,-0.080322265625,-23.5,124.6875,49.6875
661,0.48779296875,-0.089111328125,0.05078125,-23.5,124.6875,49.6875
663,0.48779296875,-0.089111328125,0.05078125,-23.5,124.6875,49.6875
666,0.550048828125,-0.12255859375,0.17431640625,-20.125,125.0625,47.4375
668,0.59716796875,-0.1650390625,0.288818359375,-16,122.9375,44.3125
670,0.59716796875,-0.1650390625,0.288818359375,-16,122.9375,44.3125
672,0.59716796875,-0.1650390625,0.288818359375,-16,122.9375,44.3125
674,0.61669921875,-0.205322265625,0.39306640625,-11,120.1875,40.125
676,0.61669921875,-0.205322265625,0.39306640625,-11,120.1875,40.125
678,0.601806640625,-0.23583984375,0.479248046875,-5.8125,117.6875,35.5625
680,0.601806640625,-0.23583984375,0.479248046875,-5.8125,117.6875,35.5625
681,0.558349609375,-0.25439453125,0.550537109375,-0.8125,115.6875,31
683,0.558349609375,-0.25439453125,0.550537109375,-0.8125,115.6875,31
685,0.558349609375,-0.25439453125,0.61669921875,3.5625,114.75,26.8125
688,0.5,-0.265380859375,0.61669921875,3.5625,114.75,26.8125
690,0.5,-0.265380859375,0.61669921875,3.5625,114.75,22.875
692,0.44384765625,-0.28076171875,0.695556640625,6.25,114.875,22.875
694,0.44384765625,-0.28076171875,0.695556640625,6.25,114.875,22.875
695,0.404052734375,-0.302490234375,0.7880859375,6.25,115.875,19.625
697,0.404052734375,-0.302490234375,0.7880859375,6.25,115.875,19.625
699,0.388671875,-0.330810546875,0.877197265625,2.9375,118.3125,17.375
701,0.388671875,-0.330810546875,0.877197265625,2.9375,118.3125,17.375
703,0.38916015625,-0.3623046875,0.955322265625,-3.3125,121.625,16.25
705,0.38916015625,-0.3623046875,0.955322265625,-3.3125,121.625,16.25
707,0.38916015625,-0.3623046875,0.955322265625,-3.3125,121.625,16.25
709,0.39306640625,-0.3828125,1.010986328125,-10.3125,125.25,16.0625
712,0.39306640625,-0.3828125,1.010986328125,-10.3125,125.25,16.0625
714,0.388916015625,-0.3896484375,1.05078125,-17.9375,129.125,15.625
716,0.388916015625,-0.3896484375,1.05078125,-17.9375,129.125,15.625
717,0.3857421875,-0.37548828125,1.088623046875,-26.1875,132.5625,13.9375
720,0.3857421875,-0.37548828125,1.088623046875,-26.1875,132.5625,13.9375
721,0.397705078125,-0.330322265625,1.115966796875,-34.3125,135.4375,9.9375
723,0.397705078125,-0.330322265625,1.115966796875,-34.3125,135.4375,9.9375
725,0.4306640625,-0.26025390625,1.12109375,-41.5625,137.875,4.25
727,0.4306640625,-0.26025390625,1.12109375,-41.5625,137.875,4.25
729,0.4306640625,-0.26025390625,1.12109375,-41.5625,137.875,4.25
731,0.476318359375,-0.170654296875,1.1123046875,-46.25,140.3125,-3.0625
734,0.476318359375,-0.170654296875,1.1123046875,-46.25,140.3125,-11.375
736,0.5263671875,-0.090087890625,1.119384765625,-48.25,142.1875,-11.375
738,0.5263671875,-0.090087890625,1.119384765625,-48.25,142.1875,-11.375
740,0.579345703125,-0.010498046875,1.123291015625,-47.375,142.9375,-20.625
742,0.579345703125,-0.010498046875,1.123291015625,-47.375,142.9375,-20.625
744,0.636962890625,0.068359375,1.12060546875,-44.4375,142.375,-30.375
746,0.636962890625,0.068359375,1.12060546875,-44.4375,142.375,-30.375
748,0.70458984375,0.134033203125,1.1103515625,-39.9375,141.1875,-39.6875
750,0.70458984375,0.134033203125,1.1103515625,-39.9375,141.1875,-39.6875
752,0.70458984375,0.134033203125,1.1103515625,-39.9375,141.1875,-39.6875
753,0.773681640625,0.179931640625,1.095703125,-34.75,139.375,-47.5
756,0.773681640625,0.179931640625,1.095703125,-34.75,139.375,-47.5
758,0.83837890625,0.205078125,1.073486328125,-29.625,136.75,-53.5
760,0.83837890625,0.205078125,1.073486328125,-29.625,136.75,-53.5
762,0.895751953125,0.21240234375,1.05029296875,-24.4375,133.5625,-56.875
764,0.895751953125,0.21240234375,1.05029296875,-24.4375,133.5625,-56.875
766,0.947998046875,0.20654296875,1.029296875,-20.3125,129.5625,-57.375
768,0.947998046875,0.20654296875,1.029296875,-20.3125,129.5625,-57.375
770,1.000244140625,0.19384765625,1.006591796875,-17.25,124.375,-55.5
772,1.000244140625,0.19384765625,1.006591796875,-17.25,124.375,-55.5
